localId,TalkerId,Type,SubType,IsSender,CreateTime,Status,StrContent,StrTime,Remark,NickName,Sender
13282,12,1,0,0,1723196796,,寝室电竞氛围浓厚）,2024/8/9 17:46,梦拓-方俊皓,吃枣别喝水,wxid_iotze1ac7u8h22
13283,12,1,0,0,1723196817,,[旺柴],2024/8/9 17:46,韩安东,韩安东,wxid_1of58yqhwglj22
13284,12,47,0,0,1723196821,,<msg><emoji fromusername="wxid_iotze1ac7u8h22" tousername="53338822796@chatroom" type="1" idbuffer="media:0_0" md5="b4c955d9eacea27b68bb8a6c6bd0c2df" len="54337" productid="" androidmd5="b4c955d9eacea27b68bb8a6c6bd0c2df" androidlen="54337" s60v3md5="b4c955d9eacea27b68bb8a6c6bd0c2df" s60v3len="54337" s60v5md5="b4c955d9eacea27b68bb8a6c6bd0c2df" s60v5len="54337" cdnurl="http://vweixinf.tc.qq.com/110/20401/stodownload?m=b4c955d9eacea27b68bb8a6c6bd0c2df&amp;filekey=30440201010430302e02016e0402535a04206234633935356439656163656132376236386262386136633662643063326466020300d441040d00000004627466730000000132&amp;hy=SZ&amp;storeid=266adc536000848abc6deb41b0000006e01004fb1535a03df2011566f638b2&amp;ef=1&amp;bizid=1022" designerid="" thumburl="" encrypturl="http://vweixinf.tc.qq.com/110/20402/stodownload?m=a1d6e385c511d6e88eb13cfa0c31f240&amp;filekey=30440201010430302e02016e0402535a04206131643665333835633531316436653838656231336366613063333166323430020300d450040d00000004627466730000000132&amp;hy=SZ&amp;storeid=266adc5360008e1fdc6deb41b0000006e02004fb2535a03df2011566f638bd&amp;ef=2&amp;bizid=1022" aeskey="a469c35e38294c34b4bcde2ef4e9b859" externurl="http://vweixinf.tc.qq.com/110/20403/stodownload?m=99259fecd75e8de425b7cdf305f82d7f&amp;filekey=3043020101042f302d02016e0402535a0420393932353966656364373565386465343235623763646633303566383264376602021110040d00000004627466730000000132&amp;hy=SZ&amp;storeid=266adc53600093a10c6deb41b0000006e03004fb3535a03df2011566f638c4&amp;ef=3&amp;bizid=1022" externmd5="6ed17905d2eed568551c2845725e80c5" width="300" height="220" tpurl="" tpauthkey="" attachedtext="" attachedtextcolor="" lensid="" emojiattr="" linkid="" desc=""></emoji></msg>,2024/8/9 17:47,梦拓-方俊皓,吃枣别喝水,wxid_iotze1ac7u8h22
13285,12,1,0,0,1723196832,,推荐参加学院的电竞比赛,2024/8/9 17:47,梦拓-张瑞杨,ZRY,wxid_p98l9madngut22
13286,12,49,57,0,1723196837,,,2024/8/9 17:47,导师,William,wxid_op28k5ozc76p22
13287,12,1,0,0,1723196839,,[旺柴],2024/8/9 17:47,梦拓-方俊皓,吃枣别喝水,wxid_iotze1ac7u8h22
13288,12,1,0,0,1723196900,,[旺柴],2024/8/9 17:48,梦拓-程子墨,答,wxid_2ipuzqfkrc6j22
13289,12,49,57,0,1723196931,,,2024/8/9 17:48,梦拓-方俊皓,吃枣别喝水,wxid_iotze1ac7u8h22
13541,12,1,0,0,1723260539,,还有五个没交[得意]没交的朋友们尽快嗷，要不我就得一个一个筛查谁没交??,2024/8/10 11:28,导师,William,wxid_op28k5ozc76p22
13685,12,1,0,0,1723632700,,10班有没有哪个宝子现在在电脑边上方便滴[让我看看][让我看看][让我看看],2024/8/14 18:51,导师,William,wxid_op28k5ozc76p22
13687,12,1,0,0,1723632719,,在做作业,2024/8/14 18:51,周靖博,曉akatsuki,wxid_ca93eprz4dud12
13691,12,47,0,0,1723632778,,<msg><emoji fromusername="wxid_ca93eprz4dud12" tousername="53338822796@chatroom" type="2" idbuffer="media:0_0" md5="4e17676ded609cbd75abb270a394d8b0" len="81610" productid="" androidmd5="4e17676ded609cbd75abb270a394d8b0" androidlen="81610" s60v3md5="4e17676ded609cbd75abb270a394d8b0" s60v3len="81610" s60v5md5="4e17676ded609cbd75abb270a394d8b0" s60v5len="81610" cdnurl="http://vweixinf.tc.qq.com/110/20401/stodownload?m=4e17676ded609cbd75abb270a394d8b0&amp;filekey=30440201010430302e02016e04025348042034653137363736646564363039636264373561626232373061333934643862300203013eca040d00000004627466730000000132&amp;hy=SH&amp;storeid=2646a1ea50000289d889d78490000006e01004fb15348276ecb01e6b8975fe&amp;ef=1&amp;bizid=1022" designerid="" thumburl="" encrypturl="http://vweixinf.tc.qq.com/110/20402/stodownload?m=213492e48713f65c39af8b7764bbc5fc&amp;filekey=30440201010430302e02016e04025348042032313334393265343837313366363563333961663862373736346262633566630203013ed0040d00000004627466730000000132&amp;hy=SH&amp;storeid=2646a1ea50000ba95889d78490000006e02004fb25348276ecb01e6b897611&amp;ef=2&amp;bizid=1022" aeskey="f5b0f25aea124590b405e0204e3b1a4e" externurl="http://vweixinf.tc.qq.com/110/20403/stodownload?m=14448fb1f2948b25cedbc785bc36ec45&amp;filekey=3043020101042f302d02016e040253480420313434343866623166323934386232356365646263373835626333366563343502027160040d00000004627466730000000132&amp;hy=SH&amp;storeid=2646a1ea5000188bc889d78490000006e03004fb35348276ecb01e6b89762a&amp;ef=3&amp;bizid=1022" externmd5="d011dc4586938b18a1f8a405e4d14449" width="240" height="240" tpurl="" tpauthkey="" attachedtext="" attachedtextcolor="" lensid="" emojiattr="" linkid="" desc=""></emoji></msg>,2024/8/14 18:52,周靖博,曉akatsuki,wxid_ca93eprz4dud12
13692,12,1,0,0,1723632807,,好的就是你了,2024/8/14 18:53,导师,William,wxid_op28k5ozc76p22
13694,12,49,57,0,1723633280,,,2024/8/14 19:01,Kid,Kid,wxid_hopllvtsiltq22
13695,12,1,0,0,1723633342,,你也想被抓来干活吗[旺柴],2024/8/14 19:02,导师,William,wxid_op28k5ozc76p22
13696,12,47,0,0,1723633346,,<msg><emoji fromusername = "wxid_op28k5ozc76p22" tousername = "53338822796@chatroom" type="2" idbuffer="media:0_0" md5="ad37e7857f7496a4ee18feaf7ff4c795" len = "8633" productid="" androidmd5="ad37e7857f7496a4ee18feaf7ff4c795" androidlen="8633" s60v3md5 = "ad37e7857f7496a4ee18feaf7ff4c795" s60v3len="8633" s60v5md5 = "ad37e7857f7496a4ee18feaf7ff4c795" s60v5len="8633" cdnurl = "http://vweixinf.tc.qq.com/110/20401/stodownload?m=ad37e7857f7496a4ee18feaf7ff4c795&amp;filekey=3043020101042f302d02016e0402534804206164333765373835376637343936613465653138666561663766663463373935020221b9040d00000004627466730000000131&amp;hy=SH&amp;storeid=323032313031323431353436323230303032373964366365343535623032356365323466303930303030303036653031303034666231&amp;ef=1&amp;bizid=1022" designerid = "" thumburl = "" encrypturl = "http://vweixinf.tc.qq.com/110/20402/stodownload?m=89d55f79364b848932b25fbf7d60bb4e&amp;filekey=3043020101042f302d02016e0402534804203839643535663739333634623834383933326232356662663764363062623465020221c0040d00000004627466730000000131&amp;hy=SH&amp;storeid=323032313031323431353436323230303033636265656365343535623032356365323466303930303030303036653032303034666232&amp;ef=2&amp;bizid=1022" aeskey= "c118af1e0af44424b7f5f7abfa8cd9fa" externurl = "http://vweixinf.tc.qq.com/110/20403/stodownload?m=aea68de7f36b71bfaeb096102436d854&amp;filekey=3043020101042f302d02016e0402534804206165613638646537663336623731626661656230393631303234333664383534020212c0040d00000004627466730000000131&amp;hy=SH&amp;storeid=323032313031323431353436323230303034653537316365343535623032356365323466303930303030303036653033303034666233&amp;ef=3&amp;bizid=1022" externmd5 = "4e7bfd664381fc0a2fbaf265cb9e1ef4" width= "298" height= "300" tpurl= "" tpauthkey= "" attachedtext= "" attachedtextcolor= "" lensid= "" emojiattr= "CgbmlaznpLw=" linkid= "" desc= "" ></emoji> <gameext type="0" content="0" ></gameext></msg>,2024/8/14 19:02,导师,William,wxid_op28k5ozc76p22
13698,12,1,0,0,1723634156,,??,2024/8/14 19:15,智文静,风和水的约定,wxid_v1wybff3kymy22
13699,12,1,0,0,1723634158,,感谢两位苦力小哥@吴瀚?和@周靖博?的帮助，大家可以看看自己的课表了[旺柴],2024/8/14 19:15,导师,William,wxid_op28k5ozc76p22
13700,12,1,0,0,1723634213,,陈导，上面的人名是授课老师吗？,2024/8/14 19:16,李璨宇,璨,wxid_pnhiw5q0io2s22
13701,12,1,0,0,1723634222,,对,2024/8/14 19:17,导师,William,wxid_op28k5ozc76p22
13702,12,1,0,0,1723634260,,北大的伍教授？拿着他编的教材上数分？,2024/8/14 19:17,李璨宇,璨,wxid_pnhiw5q0io2s22
13703,12,1,0,0,1723634278,,不好意思，我吓到了,2024/8/14 19:17,李璨宇,璨,wxid_pnhiw5q0io2s22
13704,12,1,0,0,1723634290,,想看卓?的培养方案[可怜][可怜],2024/8/14 19:18,梦拓-张瑞杨,ZRY,wxid_p98l9madngut22
13705,12,1,0,0,1723634294,,对的[吃瓜],2024/8/14 19:18,234277王肖鉴,困,wxid_8ddz7t2vh9d822
13706,12,1,0,0,1723634308,,对 伍胜健老师,2024/8/14 19:18,导师,William,wxid_op28k5ozc76p22
13707,12,1,0,0,1723634370,,田青春老师也是北大数学系的,2024/8/14 19:19,导师,William,wxid_op28k5ozc76p22
13708,12,1,0,0,1723634395,,我们院的教学资源不用担心[让我看看],2024/8/14 19:19,导师,William,wxid_op28k5ozc76p22
13709,12,1,0,0,1723634723,,咱们什么时候正式开课？,2024/8/14 19:25,韩安东,韩安东,wxid_1of58yqhwglj22
13710,12,10000,0,0,1723634769,,"""Kid""邀请""Stezin""加入了群聊",2024/8/14 19:26,,,
13712,12,49,57,0,1723634970,,,2024/8/14 19:29,导师,William,wxid_op28k5ozc76p22
13713,12,1,0,0,1723634974,,军训结束之后,2024/8/14 19:29,导师,William,wxid_op28k5ozc76p22
13714,12,1,0,0,1723635036,,9.8军训结束 9.9正式开始上课,2024/8/14 19:30,导师,William,wxid_op28k5ozc76p22
13718,12,1,0,0,1723637033,,导员，我们是不用选课对吗？????,2024/8/14 20:03,牟晋鹏,木屐,wxid_7fm9pkkfzygs22
13719,12,10000,0,0,1723637102,,<revokemsg>"韩安东" 撤回了一条消息</revokemsg>,2024/8/14 20:05,韩安东,韩安东,wxid_1of58yqhwglj22
13720,12,49,57,0,1723637616,,,2024/8/14 20:13,张洋浩,Further,wxid_bp40yi36yrv222
13721,12,1,0,0,1723638995,,应该要吧？,2024/8/14 20:36,赵福睿,yanami,wxid_f8rwj3qlzdw222
13722,12,1,0,0,1723639779,,@William?导～，高等代数是线性代数吗？,2024/8/14 20:49,陈纪任,(@_@),wxid_r4w2q76bj66p22
13723,12,1,0,0,1723639797,,不是的话我直接白学了...,2024/8/14 20:49,陈纪任,(@_@),wxid_r4w2q76bj66p22
13724,12,47,0,0,1723639798,,<msg><emoji fromusername = "wxid_r4w2q76bj66p22" tousername = "53338822796@chatroom" type="2" idbuffer="media:0_0" md5="51301ddc93482bd5479169a43fc57416" len = "352511" productid="com.tencent.xin.emoticon.person.stiker_167937598883013a3f561b974a" androidmd5="51301ddc93482bd5479169a43fc57416" androidlen="352511" s60v3md5 = "51301ddc93482bd5479169a43fc57416" s60v3len="352511" s60v5md5 = "51301ddc93482bd5479169a43fc57416" s60v5len="352511" cdnurl = "http://wxapp.tc.qq.com/275/20304/stodownload?m=51301ddc93482bd5479169a43fc57416&amp;filekey=30350201010421301f0202011304025348041051301ddc93482bd5479169a43fc5741602030560ff040d00000004627466730000000132&amp;hy=SH&amp;storeid=2658a82ed00056578b486d9f30000011300004f5053481c73703156e6e0c31&amp;bizid=1023" designerid = "" thumburl = "http://wxapp.tc.qq.com/275/20304/stodownload?m=900b556ba215d18ffdd068c140d73226&amp;filekey=30350201010421301f02020113040253480410900b556ba215d18ffdd068c140d73226020300bc08040d00000004627466730000000132&amp;hy=SH&amp;storeid=2658a82ed0002bfd5b486d9f30000011300004f50534814b320315700ee6be&amp;bizid=1023" encrypturl = "http://wxapp.tc.qq.com/262/20304/stodownload?m=203a635f01ba2399d149551e50fc3e94&amp;filekey=30350201010421301f02020106040253480410203a635f01ba2399d149551e50fc3e940203056100040d00000004627466730000000132&amp;hy=SH&amp;storeid=2658a82ed000e1a37b486d9f30000010600004f5053481283a031574c0cb74&amp;bizid=1023" aeskey= "259a0b12eae720d634c120209ab4a9cd" externurl = "http://wxapp.tc.qq.com/262/20304/stodownload?m=0ba3c5b1667171c715423f9a4ec2da5a&amp;filekey=30350201010421301f020201060402535a04100ba3c5b1667171c715423f9a4ec2da5a020300ad00040d00000004627466730000000132&amp;hy=SZ&amp;storeid=2658acfc400049b940d8d77710000010600004f50535a0ce6cbc1e7706f879&amp;bizid=1023" externmd5 = "af3ddcb61e73687e1533d2849d8dcc9b" width= "240" height= "240" tpurl= "" tpauthkey= "" attachedtext= "" attachedtextcolor= "" lensid= "" emojiattr= "" linkid= "" desc= "ChcKB2RlZmF1bHQSDOenp+enp+S4gOaBrw==" ></emoji> </msg>,2024/8/14 20:49,陈纪任,(@_@),wxid_r4w2q76bj66p22
13725,12,1,0,0,1723639835,,《白学》,2024/8/14 20:50,蔡何若,蔡何若,wxid_w2aiy3nj209h12
13726,12,49,57,0,1723639849,,,2024/8/14 20:50,导师,William,wxid_op28k5ozc76p22
13727,12,1,0,0,1723639876,,我看到了，有卷王[发呆],2024/8/14 20:51,李璨宇,璨,wxid_pnhiw5q0io2s22
13728,12,1,0,0,1723639895,,除了这个之外，像体育课就是要自己选的，到时候是抽签决定,2024/8/14 20:51,导师,William,wxid_op28k5ozc76p22
13729,12,1,0,0,1723639937,,还有通识类课程，是在全校范围内自己选课抽签，这个只要大学四年满足一定的要求就行,2024/8/14 20:52,导师,William,wxid_op28k5ozc76p22
13730,12,1,0,0,1723639938,,通识课也是自己选,2024/8/14 20:52,梦拓-张瑞杨,ZRY,wxid_p98l9madngut22
13731,12,47,0,0,1723639959,,<msg><emoji fromusername="wxid_p98l9madngut22" tousername="53338822796@chatroom" type="2" idbuffer="media:0_0" md5="0f01c6044b775324af94503520171a8b" len="9486" productid="" androidmd5="0f01c6044b775324af94503520171a8b" androidlen="9486" s60v3md5="0f01c6044b775324af94503520171a8b" s60v3len="9486" s60v5md5="0f01c6044b775324af94503520171a8b" s60v5len="9486" cdnurl="http://wxapp.tc.qq.com/262/20304/stodownload?m=0f01c6044b775324af94503520171a8b&amp;filekey=30340201010420301e020201060402534804100f01c6044b775324af94503520171a8b0202250e040d00000004627466730000000131&amp;hy=SH&amp;storeid=32303232303832303032333234393030303562623830303030303030303062653564393930623030303030313036&amp;bizid=1023" designerid="" thumburl="" encrypturl="http://wxapp.tc.qq.com/262/20304/stodownload?m=46284d67feddf094956e5a8adb09dbdb&amp;filekey=30340201010420301e0202010604025348041046284d67feddf094956e5a8adb09dbdb02022510040d00000004627466730000000131&amp;hy=SH&amp;storeid=32303232303832303032333234393030303833663866303030303030303031386464613030623030303030313036&amp;bizid=1023" aeskey="d24e68d3c6461b024b90cbf79e59cf63" externurl="http://wxapp.tc.qq.com/262/20304/stodownload?m=71d457bffb5856f73c00a34b1a8a6e5e&amp;filekey=30340201010420301e0202010604025348041071d457bffb5856f73c00a34b1a8a6e5e02021f50040d00000004627466730000000131&amp;hy=SH&amp;storeid=32303232303832303032333234393030306134366139303030303030303065633564393930623030303030313036&amp;bizid=1023" externmd5="0b4d8429058856bb9c789e1b51be44d1" width="33" height="47" tpurl="" tpauthkey="" attachedtext="" attachedtextcolor="" lensid="" emojiattr="" linkid="" desc=""></emoji></msg>,2024/8/14 20:52,梦拓-张瑞杨,ZRY,wxid_p98l9madngut22
13732,12,1,0,0,1723639967,,等你们到大二大三，有一些专业课或者跨专业课也是自己选择,2024/8/14 20:52,导师,William,wxid_op28k5ozc76p22
13733,12,1,0,0,1723639981,,这些等开学会统一讲解哈，大家不用着急,2024/8/14 20:53,导师,William,wxid_op28k5ozc76p22
13734,12,1,0,0,1723639988,,体育只能抽签吗？,2024/8/14 20:53,李璨宇,璨,wxid_pnhiw5q0io2s22
13735,12,49,57,0,1723640012,,,2024/8/14 20:53,导师,William,wxid_op28k5ozc76p22
13736,12,1,0,0,1723640027,,更多基础知识和理论,2024/8/14 20:53,导师,William,wxid_op28k5ozc76p22
13737,12,1,0,0,1723640068,,坏了，这下更难蚌了,2024/8/14 20:54,陈纪任,(@_@),wxid_r4w2q76bj66p22
13738,12,47,0,0,1723640070,,<msg><emoji fromusername = "wxid_r4w2q76bj66p22" tousername = "53338822796@chatroom" type="2" idbuffer="media:0_0" md5="51301ddc93482bd5479169a43fc57416" len = "352511" productid="com.tencent.xin.emoticon.person.stiker_167937598883013a3f561b974a" androidmd5="51301ddc93482bd5479169a43fc57416" androidlen="352511" s60v3md5 = "51301ddc93482bd5479169a43fc57416" s60v3len="352511" s60v5md5 = "51301ddc93482bd5479169a43fc57416" s60v5len="352511" cdnurl = "http://wxapp.tc.qq.com/275/20304/stodownload?m=51301ddc93482bd5479169a43fc57416&amp;filekey=30350201010421301f0202011304025348041051301ddc93482bd5479169a43fc5741602030560ff040d00000004627466730000000132&amp;hy=SH&amp;storeid=2658a82ed00056578b486d9f30000011300004f5053481c73703156e6e0c31&amp;bizid=1023" designerid = "" thumburl = "http://wxapp.tc.qq.com/275/20304/stodownload?m=900b556ba215d18ffdd068c140d73226&amp;filekey=30350201010421301f02020113040253480410900b556ba215d18ffdd068c140d73226020300bc08040d00000004627466730000000132&amp;hy=SH&amp;storeid=2658a82ed0002bfd5b486d9f30000011300004f50534814b320315700ee6be&amp;bizid=1023" encrypturl = "http://wxapp.tc.qq.com/262/20304/stodownload?m=203a635f01ba2399d149551e50fc3e94&amp;filekey=30350201010421301f02020106040253480410203a635f01ba2399d149551e50fc3e940203056100040d00000004627466730000000132&amp;hy=SH&amp;storeid=2658a82ed000e1a37b486d9f30000010600004f5053481283a031574c0cb74&amp;bizid=1023" aeskey= "259a0b12eae720d634c120209ab4a9cd" externurl = "http://wxapp.tc.qq.com/262/20304/stodownload?m=0ba3c5b1667171c715423f9a4ec2da5a&amp;filekey=30350201010421301f020201060402535a04100ba3c5b1667171c715423f9a4ec2da5a020300ad00040d00000004627466730000000132&amp;hy=SZ&amp;storeid=2658acfc400049b940d8d77710000010600004f50535a0ce6cbc1e7706f879&amp;bizid=1023" externmd5 = "af3ddcb61e73687e1533d2849d8dcc9b" width= "240" height= "240" tpurl= "" tpauthkey= "" attachedtext= "" attachedtextcolor= "" lensid= "" emojiattr= "" linkid= "" desc= "ChcKB2RlZmF1bHQSDOenp+enp+S4gOaBrw==" ></emoji> </msg>,2024/8/14 20:54,陈纪任,(@_@),wxid_r4w2q76bj66p22
13739,12,1,0,0,1723640071,,体育是在规定上课时间内，自己选择课程，然后超出规定人数的话抽签看能不能抽中,2024/8/14 20:54,导师,William,wxid_op28k5ozc76p22
13740,12,47,0,0,1723640093,,<msg><emoji fromusername = "wxid_pnhiw5q0io2s22" tousername = "53338822796@chatroom" type="1" idbuffer="media:0_0" md5="0478ac5192899482318f91497825f98f" len = "89130" productid="com.tencent.xin.emoticon.person.stiker_154122669538f188c763e9adcb" androidmd5="0478ac5192899482318f91497825f98f" androidlen="89130" s60v3md5 = "0478ac5192899482318f91497825f98f" s60v3len="89130" s60v5md5 = "0478ac5192899482318f91497825f98f" s60v5len="89130" cdnurl = "http://wxapp.tc.qq.com/275/20304/stodownload?m=0478ac5192899482318f91497825f98f&amp;filekey=30350201010421301f020201130402534804100478ac5192899482318f91497825f98f0203015c2a040d00000004627466730000000132&amp;hy=SH&amp;storeid=26479d9e2000845d1000000000000011300004f505348183048e0b6a2e1796&amp;bizid=1023" designerid = "" thumburl = "http://wxapp.tc.qq.com/275/20304/stodownload?m=6562c4456e5fb099cbc5b89a90812bf2&amp;filekey=30340201010420301e020201130402534804106562c4456e5fb099cbc5b89a90812bf202021f36040d00000004627466730000000132&amp;hy=SH&amp;storeid=26479d9e20009fc61000000000000011300004f50534827735b00b707edff6&amp;bizid=1023" encrypturl = "http://wxapp.tc.qq.com/262/20304/stodownload?m=852245c3683e681c4d35da64ed7a3fa3&amp;filekey=30350201010421301f02020106040253480410852245c3683e681c4d35da64ed7a3fa30203015c30040d00000004627466730000000131&amp;hy=SH&amp;storeid=32303232303831383033313431343030306466326164303030303030303062623564393930623030303030313036&amp;bizid=1023" aeskey= "12b07d4b06e9f80d405e329394c84fdb" externurl = "http://wxapp.tc.qq.com/262/20304/stodownload?m=47b7170365660ea567f170b0e2714a4b&amp;filekey=30340201010420301e0202010604025348041047b7170365660ea567f170b0e2714a4b02026740040d00000004627466730000000131&amp;hy=SH&amp;storeid=32303232303831383033313431353030303136363237303030303030303062666464613030623030303030313036&amp;bizid=1023" externmd5 = "e05762e94d50c4f0ba128d4c7a82da58" width= "240" height= "240" tpurl= "" tpauthkey= "" attachedtext= "" attachedtextcolor= "" lensid= "" emojiattr= "" linkid= "" desc= "CgsKBXpoX2NuEgJPSwoJCgV6aF90dxIACgsKB2RlZmF1bHQSAA==" ></emoji> </msg>,2024/8/14 20:54,李璨宇,璨,wxid_pnhiw5q0io2s22
13741,12,1,0,0,1723640171,,数学课的话开学认真听课认真写作业一般都能跟得上，不过没有编程基础的同学直接上程序设计会略有困难,2024/8/14 20:56,导师,William,wxid_op28k5ozc76p22
13742,12,1,0,0,1723640192,,具体可以问一下你们梦拓学长学姐～他们刚上过更有经验,2024/8/14 20:56,导师,William,wxid_op28k5ozc76p22
13743,12,1,0,0,1723640192,,[流泪],2024/8/14 20:56,耿一文,枭河,wxid_wnmoz2mak6xy12
13744,12,1,0,0,1723640228,,那没编程基础的有没有推荐的一些自学课程,2024/8/14 20:57,耿一文,枭河,wxid_wnmoz2mak6xy12
13745,12,1,0,0,1723640235,,b站之类的,2024/8/14 20:57,耿一文,枭河,wxid_wnmoz2mak6xy12
13746,12,1,0,0,1723640247,,或者是提前学一下c语言,2024/8/14 20:57,耿一文,枭河,wxid_wnmoz2mak6xy12
