localId,TalkerId,Type,SubType,IsSender,CreateTime,Status,StrContent,StrTime,Remark,NickName,Sender
9793,60,47,0,0,1740359841,2,<msg><emoji fromusername = "wxid_egsr2onllyon22" tousername = "57733402697@chatroom" type="1" idbuffer="media:0_0" md5="b481733cd839d2e27b26d1f2d3683195" len = "51318" productid="com.tencent.xin.emoticon.person.stiker_17361091682fe331f47478327b" androidmd5="b481733cd839d2e27b26d1f2d3683195" androidlen="51318" s60v3md5 = "b481733cd839d2e27b26d1f2d3683195" s60v3len="51318" s60v5md5 = "b481733cd839d2e27b26d1f2d3683195" s60v5len="51318" cdnurl = "http://wxapp.tc.qq.com/275/20304/stodownload?m=b481733cd839d2e27b26d1f2d3683195&amp;filekey=30350201010421301f02020113040253480410b481733cd839d2e27b26d1f2d3683195020300c876040d00000004627466730000000132&amp;hy=SH&amp;storeid=2678bad03000b4563b42995920000011300004f505348087ee1b156ae27072&amp;bizid=1023" designerid = "" thumburl = "http://wxapp.tc.qq.com/275/20304/stodownload?m=2394ff662650b83aeb8682ed3e85d5b5&amp;filekey=30340201010420301e020201130402534804102394ff662650b83aeb8682ed3e85d5b502024403040d00000004627466730000000132&amp;hy=SH&amp;storeid=2677ae8990008eb8cb42995920000011300004f5053482f23503156dbe3e68&amp;bizid=1023" encrypturl = "http://wxapp.tc.qq.com/262/20304/stodownload?m=a38ee752a6677f70b481f30c44ac0eef&amp;filekey=30350201010421301f02020106040253480410a38ee752a6677f70b481f30c44ac0eef020300c880040d00000004627466730000000132&amp;hy=SH&amp;storeid=2678bad04000343a5b42995920000010600004f50534822fee17156b09034c&amp;bizid=1023" aeskey= "f7fb75b7c9fe9019bd7cf9f1c26bf38c" externurl = "" externmd5 = "" width= "240" height= "240" tpurl= "" tpauthkey= "" attachedtext= "" attachedtextcolor= "" lensid= "" emojiattr= "" linkid= "" desc= "ChQKB2RlZmF1bHQSCeWcqOe7g+S6hg==" ></emoji>  </msg>,2025/2/24 9:17,peko,peko,wxid_egsr2onllyon22
9794,60,10000,0,0,1740360185,2,"""peko""修改群名为“快去练琴”",2025/2/24 9:23,,,
9795,60,1,0,1,1740361138,2,下午练,2025/2/24 9:38,斯佩des,斯佩des,wxid_sqq1uil12c3o22
9796,60,1,0,1,1740361185,2,话说要不要把精灵策拉进来,2025/2/24 9:39,斯佩des,斯佩des,wxid_sqq1uil12c3o22
9797,60,1,0,0,1740361473,2,[晕],2025/2/24 9:44,peko,peko,wxid_egsr2onllyon22
9798,60,1,0,0,1740361490,2,精灵策吗,2025/2/24 9:44,peko,peko,wxid_egsr2onllyon22
9799,60,1,0,0,1740361526,2,你可以试试,2025/2/24 9:45,peko,peko,wxid_egsr2onllyon22
9800,60,10000,0,0,1740361546,2,"""peko""修改群名为“水母琴房”",2025/2/24 9:45,,,
9801,60,1,0,0,1740361696,2,[睡],2025/2/24 9:48,_coffee,_coffee,wxid_mibxcixsaom522
9973,60,1,0,1,1740369570,2,我把很多当下的行为当成对某种理想状态的预演,2025/2/24 11:59,斯佩des,斯佩des,wxid_sqq1uil12c3o22
9974,60,1,0,1,1740369600,2,虽然不想承认，我可能确实是个理想主义者,2025/2/24 12:00,斯佩des,斯佩des,wxid_sqq1uil12c3o22
9976,60,1,0,0,1740370689,2,预演吗,2025/2/24 12:18,peko,peko,wxid_egsr2onllyon22
10118,60,1,0,0,1740380964,2,练琴,2025/2/24 15:09,peko,peko,wxid_egsr2onllyon22
10120,60,10000,4,0,1740380971,2,"""peko"" 拍了拍我",2025/2/24 15:09,peko,peko,wxid_egsr2onllyon22
10200,60,1,0,1,1740384094,2,好的，开练,2025/2/24 16:01,斯佩des,斯佩des,wxid_sqq1uil12c3o22
10240,60,1,0,0,1740399009,2,知道战锤40k吗,2025/2/24 20:10,_coffee,_coffee,wxid_mibxcixsaom522
10241,60,1,0,0,1740399107,2,听过,2025/2/24 20:11,peko,peko,wxid_egsr2onllyon22
10242,60,1,0,0,1740399120,2,此时需要水母加入战场,2025/2/24 20:12,peko,peko,wxid_egsr2onllyon22
10243,60,1,0,0,1740399124,2,很神奇的东西,2025/2/24 20:12,_coffee,_coffee,wxid_mibxcixsaom522
10244,60,1,0,0,1740399128,2,可惜他在上课,2025/2/24 20:12,peko,peko,wxid_egsr2onllyon22
10245,60,1,0,0,1740399137,2,想听你们聊这个游戏,2025/2/24 20:12,peko,peko,wxid_egsr2onllyon22
10246,60,1,0,0,1740399158,2,极端宗教狂热+科幻奇幻的结合体,2025/2/24 20:12,_coffee,_coffee,wxid_mibxcixsaom522
10247,60,1,0,0,1740399205,2,金为什么退群了,2025/2/24 20:13,peko,peko,wxid_egsr2onllyon22
10248,60,1,0,0,1740399215,2,不知道,2025/2/24 20:13,_coffee,_coffee,wxid_mibxcixsaom522
10249,60,1,0,0,1740399221,2,呢,2025/2/24 20:13,_coffee,_coffee,wxid_mibxcixsaom522
10250,60,1,0,0,1740399257,2,可能不是他需要的环境,2025/2/24 20:14,peko,peko,wxid_egsr2onllyon22
10251,60,1,0,0,1740399264,2,不足以激发创作吗,2025/2/24 20:14,peko,peko,wxid_egsr2onllyon22
10252,60,1,0,0,1740399288,2,他喜欢通过观察身边人采样,2025/2/24 20:14,_coffee,_coffee,wxid_mibxcixsaom522
10253,60,1,0,0,1740399312,2,要是在某种刺激下你发表了刺激他的言论,2025/2/24 20:15,_coffee,_coffee,wxid_mibxcixsaom522
10254,60,1,0,0,1740399316,2,就足够了,2025/2/24 20:15,_coffee,_coffee,wxid_mibxcixsaom522
10255,60,1,0,0,1740399371,2,嗯，应该他觉得差不多了,2025/2/24 20:16,peko,peko,wxid_egsr2onllyon22
10256,60,1,0,0,1740399409,2,不 这里应该是说爽了就溜了,2025/2/24 20:16,_coffee,_coffee,wxid_mibxcixsaom522
10257,60,1,0,0,1740399429,2,毕竟他认为这里是母头人粉丝群（,2025/2/24 20:17,_coffee,_coffee,wxid_mibxcixsaom522
10258,60,1,0,0,1740399443,2,那他真是快了,2025/2/24 20:17,peko,peko,wxid_egsr2onllyon22
10259,60,1,0,0,1740399465,2,可以说是很高效吗,2025/2/24 20:17,peko,peko,wxid_egsr2onllyon22
10260,60,1,0,0,1740399494,2,怎么不可以呢,2025/2/24 20:18,_coffee,_coffee,wxid_mibxcixsaom522
10261,60,47,0,0,1740399663,2,<msg><emoji fromusername = "wxid_egsr2onllyon22" tousername = "57733402697@chatroom" type="1" idbuffer="media:0_0" md5="067f0befe2667b11df274740269cf5d1" len = "47913" productid="com.tencent.xin.emoticon.person.stiker_17361091682fe331f47478327b" androidmd5="067f0befe2667b11df274740269cf5d1" androidlen="47913" s60v3md5 = "067f0befe2667b11df274740269cf5d1" s60v3len="47913" s60v5md5 = "067f0befe2667b11df274740269cf5d1" s60v5len="47913" cdnurl = "http://wxapp.tc.qq.com/275/20304/stodownload?m=067f0befe2667b11df274740269cf5d1&amp;filekey=30350201010421301f02020113040253480410067f0befe2667b11df274740269cf5d1020300bb29040d00000004627466730000000132&amp;hy=SH&amp;storeid=2678bad0b00039bc8b42995920000011300004f5053480543a1f1567bf3229&amp;bizid=1023" designerid = "" thumburl = "http://wxapp.tc.qq.com/275/20304/stodownload?m=757f2d3fd4c863f9b7aeaca78dfe84a0&amp;filekey=30340201010420301e02020113040253480410757f2d3fd4c863f9b7aeaca78dfe84a002023f06040d00000004627466730000000132&amp;hy=SH&amp;storeid=2677ae8c90002005cb42995920000011300004f5053481027c0d1568e4ae7b&amp;bizid=1023" encrypturl = "http://wxapp.tc.qq.com/262/20304/stodownload?m=9c56a687494702017cd9e73233124c64&amp;filekey=30350201010421301f020201060402534804109c56a687494702017cd9e73233124c64020300bb30040d00000004627466730000000132&amp;hy=SH&amp;storeid=2678bad0b000a71b8b42995920000010600004f5053481f5381f156ad7a961&amp;bizid=1023" aeskey= "ebf597fae877a57c82ae9b4eaceb5acd" externurl = "" externmd5 = "" width= "240" height= "240" tpurl= "" tpauthkey= "" attachedtext= "" attachedtextcolor= "" lensid= "" emojiattr= "" linkid= "" desc= "Cg8KB2RlZmF1bHQSBHdpbms=" ></emoji>  </msg>,2025/2/24 20:21,peko,peko,wxid_egsr2onllyon22
10276,60,1,0,1,1740407459,2,观察者吗,2025/2/24 22:30,斯佩des,斯佩des,wxid_sqq1uil12c3o22
10533,60,1,0,1,1740479072,2,我出于一种自恋式的傲慢拒斥了当下的即时刺激快感，又对远方的意义充满了怀疑论式的不安。学习因其评价式的架构压倒了自由的理想，人头攒动中让独处越来越逼仄。我于是只能构建理想化的远方，然后在理想的柔光下拒绝了思考。直至我的肉体收到伤害,2025/2/25 18:24,斯佩des,斯佩des,wxid_sqq1uil12c3o22
10536,60,1,0,1,1740479096,2,这就是为什么,2025/2/25 18:24,斯佩des,斯佩des,wxid_sqq1uil12c3o22
10537,60,1,0,1,1740479101,2,“我很遗憾我浪费了整个夏天”,2025/2/25 18:25,斯佩des,斯佩des,wxid_sqq1uil12c3o22
10538,60,3,0,1,1740479104,11,"<?xml version=""1.0""?>
<msg>
	<img aeskey=""358bd736c91b223d0bf106434825ce45"" encryver=""1"" cdnthumbaeskey=""358bd736c91b223d0bf106434825ce45"" cdnthumburl=""3057020100044b304902010002046166b57902032f4fbb0204276b1f6f020467bd98f0042432666563363231642d346165322d343438612d623230612d663762353362646630356637020405190a020201000405004c505700"" cdnthumblength=""3868"" cdnthumbheight=""144"" cdnthumbwidth=""65"" cdnmidheight=""0"" cdnmidwidth=""0"" cdnhdheight=""0"" cdnhdwidth=""0"" cdnmidimgurl=""3057020100044b304902010002046166b57902032f4fbb0204276b1f6f020467bd98f0042432666563363231642d346165322d343438612d623230612d663762353362646630356637020405190a020201000405004c505700"" length=""47084"" md5=""80e1f287e9b43f45249f3e824519f1e0"" hevc_mid_size=""47084"" originsourcemd5=""70fe46d217e1fd19ac886f07c5fb2137"">
		<secHashInfoBase64>eyJwaGFzaCI6IjUwMDAxMDEwMTAwMDAwMDAiLCJwZHFIYXNoIjoiNGU5ZjAyOWI1ZGRhY2E5YjY4
OTlkNzcyNDk5OGUyMTFkZGY4ZTJhMDJhYmRkZmI4NjMxMzQ4OTE1NzMwNjg5YiJ9
</secHashInfoBase64>
		<live>
			<duration>0</duration>
			<size>0</size>
			<md5 />
			<fileid />
			<hdsize>0</hdsize>
			<hdmd5 />
			<hdfileid />
		</live>
	</img>
	<platform_signature />
	<imgdatahash />
	<ImgSourceInfo>
		<ImgSourceUrl />
		<BizType>0</BizType>
	</ImgSourceInfo>
</msg>
",2025/2/25 18:25,斯佩des,斯佩des,wxid_sqq1uil12c3o22
10553,60,1,0,0,1740480386,2,评价式…因为比较吗,2025/2/25 18:46,peko,peko,wxid_egsr2onllyon22
10595,60,1,0,1,1740481352,2,因为不如不如别人就是没有乐趣，那些自娱自乐的乐趣也被普适化,2025/2/25 19:02,斯佩des,斯佩des,wxid_sqq1uil12c3o22
11497,60,1,0,0,1740537407,2,独特吗,2025/2/26 10:36,_coffee,_coffee,wxid_mibxcixsaom522
11419,60,1,0,1,1740649134,2,又变成这样了????,2025/2/27 17:38,斯佩des,斯佩des,wxid_sqq1uil12c3o22
11420,60,49,19,1,1740649134,2,,2025/2/27 17:38,斯佩des,斯佩des,wxid_sqq1uil12c3o22
11422,60,1,0,0,1740649230,2,没事这样还是方便一点,2025/2/27 17:40,peko,peko,wxid_egsr2onllyon22
11423,60,1,0,0,1740649258,2,上次金陵测给我看了一点他的小说,2025/2/27 17:40,peko,peko,wxid_egsr2onllyon22
11424,60,1,0,0,1740649337,2,能不能帮我解读一下[晕],2025/2/27 17:42,peko,peko,wxid_egsr2onllyon22
11425,60,49,19,0,1740649358,2,,2025/2/27 17:42,peko,peko,wxid_egsr2onllyon22
11441,60,1,0,1,1740650369,2,我怎么变成废物了,2025/2/27 17:59,斯佩des,斯佩des,wxid_sqq1uil12c3o22
11443,60,1,0,0,1740650430,2,[疑问],2025/2/27 18:00,peko,peko,wxid_egsr2onllyon22
11445,60,49,57,0,1740650530,2,,2025/2/27 18:02,_coffee,_coffee,wxid_mibxcixsaom522
11451,60,49,57,0,1740651451,2,,2025/2/27 18:17,_coffee,_coffee,wxid_mibxcixsaom522
11452,60,10000,4,0,1740651466,2,"""_coffee"" 拍了拍我",2025/2/27 18:17,_coffee,_coffee,wxid_mibxcixsaom522
11453,60,10000,4,0,1740651467,2,"""_coffee"" 拍了拍 ""peko"" 并闪耀洛杉矶",2025/2/27 18:17,_coffee,_coffee,wxid_mibxcixsaom522
11454,60,1,0,0,1740651533,2,我玩了一个叫做“无人”的游戏,2025/2/27 18:18,peko,peko,wxid_egsr2onllyon22
11455,60,1,0,0,1740651545,2,这个是玩后感,2025/2/27 18:19,peko,peko,wxid_egsr2onllyon22
11456,60,49,57,0,1740651569,2,,2025/2/27 18:19,_coffee,_coffee,wxid_mibxcixsaom522
11457,60,1,0,0,1740651634,2,游戏形式是类“八番出口”的恐怖找不同,2025/2/27 18:20,peko,peko,wxid_egsr2onllyon22
11458,60,1,0,0,1740651683,2,画面是中式旧核怪核的感觉,2025/2/27 18:21,peko,peko,wxid_egsr2onllyon22
11459,60,1,0,0,1740651804,2,哦哦,2025/2/27 18:23,_coffee,_coffee,wxid_mibxcixsaom522
11462,60,1,0,0,1740651940,2,喜欢这个解读,2025/2/27 18:25,_coffee,_coffee,wxid_mibxcixsaom522
11464,60,1,0,0,1740651954,2,或者说感悟,2025/2/27 18:25,_coffee,_coffee,wxid_mibxcixsaom522
12781,60,10000,0,0,1740667865,2,"""_coffee"" 撤回了一条消息",2025/2/27 22:51,,,
12782,60,1,0,0,1740668040,2,本人在此澄清：从未看过Ave Mujica这部动漫，从未关注过武士道，从未如此美妙的开局。你知道的，我一直是孤独摇滚的忠实粉丝，我们曾经一起度过很多美好的时光，我从2022年就开始看孤独摇滚了，这动漫好看的不可思议，我认为我和孤独摇滚会产生很好的化学反应，有时候做出决定很难，经过许多个日夜的思考，我决定把精力带到孤独摇滚，我已经迫不及待的想再看一遍了，至于Ave Mujica，祝她们下海当鸡大麦。,2025/2/27 22:54,peko,peko,wxid_egsr2onllyon22
12220,60,1,0,0,1740715592,2,哪个学校的,2025/2/28 12:06,peko,peko,wxid_egsr2onllyon22
12221,60,1,0,1,1740715695,2,华南理工??,2025/2/28 12:08,斯佩des,斯佩des,wxid_sqq1uil12c3o22
12222,60,1,0,0,1740715764,2,我曹里的,2025/2/28 12:09,peko,peko,wxid_egsr2onllyon22
12301,60,1,0,0,1740725304,2,米娜桑如何评价第九集呢,2025/2/28 14:48,_coffee,_coffee,wxid_mibxcixsaom522
12311,60,1,0,0,1740727392,2,我不知道，我感觉我看的时候也没带脑子[晕][打脸],2025/2/28 15:23,peko,peko,wxid_egsr2onllyon22
12373,60,1,0,0,1740731260,2,不如去看搏击俱乐部,2025/2/28 16:27,peko,peko,wxid_egsr2onllyon22
12899,60,1,0,0,1740806289,2,"快过年了，我腋下夹着莫顿的《生态形而上学》挤上了春运飞机，邻座小孩看着我Kindle上亮着的《反俄狄浦斯》“欲望机器”一章看到哇哇大哭，一看就是口欲期犯了。到了平流层打开waifu看到朋友们在群里发各自的财报清单旅欧美图，我摇了摇头默默翻找着手机里5TB的“后现代主义批判史料库.zip.7z”，最终还是挑了偏《新左翼评论》过刊PDF打包上传夸克分享到群里。唉这就是德波说的集中式消费景观，果然“我们从未现代过”。
年夜饭桌上大伯问我今年的成就，我说我参与翻译了梅亚苏《减损与缩合:德勒兹?内在性和〈物质与记忆〉》的第三段，给B站搬运的戈达尔电影混剪系列投了十五个币，在豆瓣和扣扣群拉黑了六个阿尔都塞黑粉，论坛上暴打了前康德的庸俗本体论废物，还给小区流浪猫取了维尔诺、哈曼、奈格里的名字，目前正在实践巴塔耶的耗费经济学，并试图用无根据律的事实性原则拒斥一切充足理由律的实在的必然性，前先祖地否决上帝。表妹闻言恍了恍神，岔开话题转头炫耀给男朋友买了辆玛尔蒂达，我轻蔑“嗤”地一笑，掏出手机展示咸鱼刚收的1968年巴黎街垒传单影印件，姑妈给我夹红烧肉的手顿时僵停在半空，导致筷子砸在了我的维利里奥大头照手机壳上，幸好可以七天无条件退货退款。
饭后看着跨年年夜亲友们都在互道新年快乐，我甚至不屑于搬沦为老掉牙俗套meme的葛兰西挥巴掌语录，连夜在群里上传了自制的“从黑格尔到南希：主体性辩证法的黄昏”讲座录像。七大姑八大姨看我独自坐在那抱着手机便围过来说“是辰光谈个朋友，领回来孃阿拉看看了哇？”我不耐烦地掏出手机播放五月风暴纪录片：“这才是真正的群众浪漫爱！你们不懂什么叫爱情政治共同体在相遇成型于偶然事件中的实践行动之承诺…”爷爷见状赶忙打断我让我写春联，我挥毫泼墨一挥而就“无主体-偏斜/解辖域-游牧”，横批“永久革命”，趁着亲戚们围着对联查新华字典时，我又在家族群发了条语音，“不懂去看我B站账号，刚更新了《用齐拉黑少于无辩证法分析红包动力学》。”
然而群里都在晒婴儿照刷屏没人理会我，我怒上心头刚脱口而出“知道吗？你们的数字游民幻想不过是资本递归迭代的”就被捂嘴押到了家族宗祠牌位前向诸公按头认错。现在整个家族都觉得我参加了某种组织传销，但我在年夜饭散场时却忽然顿悟——他们用看病人的眼神看我时，何尝不是一种海德格尔式在世存在的沉沦呢？可惜这不过是又一出对“对象间不可通约性”的佐证案例罢了……",2025/3/1 13:18,_coffee,_coffee,wxid_mibxcixsaom522
